x,z,faction
2.166872978210449,-2.501014232635498,faction2
-1.5612401962280273,-4.417150497436523,faction1
0.6337664127349854,-3.82539701461792,faction1
0.24704214930534363,-4.037396430969238,faction1
0.29390794038772583,-0.8201257586479187,faction2
0.5760981440544128,-2.3531291484832764,faction2
1.666803240776062,-0.8010984659194946,faction2
1.0941345691680908,-1.7417969703674316,faction2
0.5328954458236694,1.7653273344039917,faction3
-0.11682569235563278,-4.4848480224609375,faction1
-1.0186861753463745,-3.2632522583007812,faction1
2.9897942543029785,1.7949182987213135,faction2
0.29143697023391724,-1.0493203401565552,faction1
3.0963239669799805,1.427896499633789,faction2
2.662893533706665,-1.3154205083847046,faction2
-2.9845023155212402,1.6526331901550293,faction3
-2.1956262588500977,-2.778917074203491,faction1
-0.7014469504356384,-1.562584400177002,faction1
0.6704322695732117,-2.865577220916748,faction1
1.7419847249984741,-2.20231294631958,faction2
2.8028924465179443,-1.520094633102417,faction2
2.114231824874878,-1.976588487625122,faction1
-2.4847376346588135,3.016429901123047,faction3
2.16591739654541,0.9333858489990234,faction2
1.237069010734558,0.36053863167762756,faction2
-1.7524595260620117,0.20238232612609863,faction3
0.6562747955322266,-1.6093394756317139,faction1
0.35233384370803833,-2.708645820617676,faction1
2.360297203063965,-2.4699363708496094,faction2
3.2494142055511475,-2.201143503189087,faction2
1.1384029388427734,0.21351169049739838,faction2
-2.2556917667388916,0.22507812082767487,faction3
1.9665608406066895,1.3223097324371338,faction2
-0.034319907426834106,1.6660971641540527,faction3
-2.0177230834960938,-2.9556374549865723,faction1
0.4527346193790436,-2.0714783668518066,faction1
1.6754238605499268,-1.384742021560669,faction2
-1.0366549491882324,-1.9871954917907715,faction1
-1.9608248472213745,1.849966287612915,faction3
0.810011625289917,-1.3540401458740234,faction1
2.3361704349517822,-2.740126371383667,faction2
0.9203367233276367,-0.21134653687477112,faction2
-4.584441661834717,-2.195711612701416,faction1
1.9757579565048218,-2.121703624725342,faction2
3.641901969909668,-1.6792716979980469,faction2
-3.2495598793029785,3.18365216255188,faction3
2.417689561843872,-2.7058959007263184,faction2
2.915238857269287,-0.830795407295227,faction2
-1.1969122886657715,-2.4822587966918945,faction1
-3.329625129699707,3.7364540100097656,faction3
-0.6132543087005615,0.8057239055633545,faction3
1.304580807685852,-0.2977566719055176,faction2
-1.2321314811706543,1.2273802757263184,faction3
1.5992562770843506,-1.3883048295974731,faction2
1.7886161804199219,1.0303459167480469,faction2
-0.35870370268821716,-3.6604723930358887,faction1
-2.6422319412231445,-2.6033613681793213,faction1
1.2242203950881958,-2.184450626373291,faction2
-3.4715864658355713,3.4026761054992676,faction3
-2.531874895095825,-3.0093321800231934,faction1
0.22561827301979065,-0.27538466453552246,faction2
2.197059392929077,-2.486278533935547,faction1
1.778349757194519,-1.7167261838912964,faction2
-3.6174702644348145,3.8642988204956055,faction3
3.7886099815368652,-2.918691396713257,faction2
-3.441199779510498,1.6532251834869385,faction3
1.3508481979370117,-3.424034595489502,faction1
3.0818209648132324,-0.33125483989715576,faction2
1.0646861791610718,-2.376786231994629,faction1
0.17150487005710602,-4.812560081481934,faction1
-2.2112598419189453,-2.062870502471924,faction1
-3.6732823848724365,-2.9462008476257324,faction1
3.6156563758850098,-0.3871106505393982,faction2
-2.0951151847839355,-2.109173059463501,faction1
0.4621400237083435,-2.803194046020508,faction2
0.15243250131607056,-4.439825057983398,faction1
-1.9328968524932861,0.77159184217453,faction3
1.9997953176498413,-2.912154197692871,faction2
-3.7451720237731934,1.6545600891113281,faction3
-2.195765972137451,0.8556772470474243,faction3
-1.2219481468200684,-4.701201438903809,faction1
-1.1359171867370605,1.671749472618103,faction3
3.1916465759277344,-2.9520516395568848,faction2
1.302345633506775,-0.9199889302253723,faction2
-0.3988680839538574,-2.9511613845825195,faction1
2.0808138847351074,-2.6591663360595703,faction1
0.19843579828739166,-0.35645321011543274,faction2
-0.16456106305122375,-3.168341636657715,faction1
-2.1052656173706055,-2.583393096923828,faction1
0.070741206407547,-2.0965280532836914,faction1
2.350372076034546,-2.3477532863616943,faction2
0.5466307997703552,-1.265701413154602,faction2
-0.541633129119873,0.8690371513366699,faction3
-2.418001890182495,1.780901551246643,faction3
1.1374881267547607,-2.093682289123535,faction1
-2.1686153411865234,0.9292011857032776,faction3
-2.569939136505127,1.1129119396209717,faction3
-2.1363532543182373,0.7015768885612488,faction3
0.08699513226747513,-4.595129013061523,faction1
-0.8060604333877563,-4.208566188812256,faction1
3.4886531829833984,0.08086852729320526,faction2
1.071591854095459,-3.1531710624694824,faction1
0.25547951459884644,-2.011596918106079,faction1
-0.9389529228210449,-1.7663264274597168,faction1
1.7378478050231934,-1.9979674816131592,faction1
-1.6192107200622559,-2.6460161209106445,faction1
1.1066718101501465,0.04641410708427429,faction2
1.275933861732483,-2.5522780418395996,faction1
-1.6263774633407593,1.7303669452667236,faction3
-2.6162519454956055,-3.1982691287994385,faction1
2.386920213699341,-1.7128722667694092,faction2
-2.6974411010742188,1.04402756690979,faction3
1.8957815170288086,-2.9625563621520996,faction1
-0.45742514729499817,-2.906633138656616,faction1
1.8633403778076172,-3.077821731567383,faction1
2.9902193546295166,-1.2731999158859253,faction2
2.144144058227539,-2.2701284885406494,faction1
-3.3996353149414062,3.7990899085998535,faction3
-0.03143642842769623,-4.341671466827393,faction1
-0.07371555268764496,-2.34553861618042,faction1
-0.12676571309566498,-1.382378101348877,faction1
0.03665290027856827,-1.1544225215911865,faction1
1.4772815704345703,1.484187364578247,faction2
-1.0708545446395874,-2.150768518447876,faction1
3.1499500274658203,-0.628382682800293,faction2
0.13755303621292114,-3.5494868755340576,faction1
-2.917771339416504,-3.0222535133361816,faction1
2.8609745502471924,-2.2221436500549316,faction2
-1.0698376893997192,0.48440611362457275,faction3
-3.813822031021118,1.278185248374939,faction3
1.677826166152954,-0.7328788042068481,faction2
1.8195654153823853,1.3272085189819336,faction2
-3.4363656044006348,2.913796901702881,faction3
0.24940162897109985,-2.2789998054504395,faction2
-4.515595436096191,-2.3403470516204834,faction1
2.523782730102539,-1.705181360244751,faction2
-0.38157451152801514,1.807565689086914,faction3
2.927400588989258,-0.0716221034526825,faction2
-0.512932300567627,-0.9053254127502441,faction1
-0.7533448934555054,-3.9882311820983887,faction1
-2.2013635635375977,-2.1555776596069336,faction1
2.4416136741638184,-0.23658329248428345,faction2
-0.10974729061126709,-2.8400869369506836,faction1
-0.8304648399353027,-3.921329975128174,faction1
3.1268348693847656,0.07673141360282898,faction2
-1.652171015739441,1.057433009147644,faction3
-2.5837721824645996,0.9564746022224426,faction3
0.5647876262664795,-1.942819595336914,faction1
-3.7268621921539307,1.4773550033569336,faction3
1.4651118516921997,-3.193995475769043,faction2
0.4471340477466583,-3.241668462753296,faction1
1.3646347522735596,-2.614771604537964,faction1
2.7580764293670654,-2.134960174560547,faction2
-2.1414918899536133,-3.938305377960205,faction1
-0.29609817266464233,-4.155709743499756,faction1
3.3974974155426025,2.269221305847168,faction2
-2.859400749206543,2.894315004348755,faction3
3.328063726425171,0.7353858947753906,faction2
-0.3635239601135254,1.0150070190429688,faction3
1.1774905920028687,-2.2056384086608887,faction1
-0.25276732444763184,-4.50831413269043,faction1
-2.779625415802002,-3.437004804611206,faction1
0.2744908034801483,-2.587226629257202,faction1
-1.7421077489852905,2.316781520843506,faction3
-1.9192657470703125,-2.8832521438598633,faction1
-2.5102195739746094,2.3376591205596924,faction3
-3.797264814376831,-2.6483449935913086,faction1
3.3796517848968506,-2.457210063934326,faction2
2.5264358520507812,-0.44607681035995483,faction2
-3.9481101036071777,-2.4503207206726074,faction1
1.5029525756835938,-2.873053550720215,faction2
-1.811943531036377,2.9463987350463867,faction3
3.7916359901428223,-0.6577003002166748,faction2
-0.6422907710075378,-3.732693672180176,faction1
2.3810648918151855,1.2066068649291992,faction2
1.3851869106292725,-2.123255729675293,faction1
-3.337646961212158,-2.383249044418335,faction1
-0.026176348328590393,-3.344839572906494,faction1
3.2413008213043213,1.9336532354354858,faction2
-2.5992605686187744,1.6969122886657715,faction3
0.5556936264038086,-1.0934162139892578,faction2
-2.219494342803955,-2.304419994354248,faction1
-0.334035187959671,-4.799664497375488,faction1
0.5193608403205872,-2.6550240516662598,faction1
-0.7298879027366638,-3.9041755199432373,faction1
1.872572422027588,-1.9248735904693604,faction2
2.538935422897339,-0.6399117112159729,faction2
2.3140828609466553,0.7963927984237671,faction2
1.8480793237686157,-1.1751766204833984,faction2
-2.439589023590088,2.613629102706909,faction3
2.917454481124878,-1.3946924209594727,faction2
0.07428907603025436,-2.7065505981445312,faction1
1.8779346942901611,1.0947909355163574,faction2
2.8586883544921875,-0.1363179087638855,faction2
-2.8489930629730225,-1.8315694332122803,faction1
-1.5086934566497803,0.1637389361858368,faction3
0.687141478061676,-1.350905418395996,faction1
-0.4906735420227051,-2.383344888687134,faction1
-4.450197219848633,2.541236400604248,faction3
1.581180453300476,-3.5578927993774414,faction1
2.847635269165039,0.2660265266895294,faction2
-3.0522091388702393,2.9095773696899414,faction3
-1.682713508605957,0.8787419199943542,faction3
-4.615578651428223,-2.827939033508301,faction1
-0.8928378820419312,-2.206876516342163,faction1
-0.43857645988464355,-3.5690860748291016,faction1
-0.10826321691274643,2.4009861946105957,faction3
3.3826961517333984,1.4587006568908691,faction2
0.5548019409179688,0.8696213364601135,faction2
-0.4947052597999573,1.302467942237854,faction3
-0.5050063729286194,2.494863510131836,faction3
-1.6308507919311523,-4.014772415161133,faction1
3.564608097076416,-0.9405174255371094,faction2
-0.6924418807029724,-2.8504011631011963,faction1
-3.035491943359375,1.1807265281677246,faction3
0.7078942060470581,-2.3609681129455566,faction1
-3.639824151992798,1.6191112995147705,faction3
0.3106232285499573,-1.8188008069992065,faction1
-3.1069114208221436,3.1641061305999756,faction3
-1.1449071168899536,1.0943242311477661,faction3
0.023236721754074097,-2.9501171112060547,faction1
1.9723234176635742,-2.9361934661865234,faction1
3.048710823059082,-2.885746479034424,faction2
-1.4827170372009277,-4.013296604156494,faction1
0.08585377782583237,-1.3686093091964722,faction1
-1.512128233909607,-0.07719644904136658,faction3
-0.22021576762199402,2.555713176727295,faction3
2.3131415843963623,-2.090613603591919,faction1
0.19444310665130615,-2.8906900882720947,faction1
-3.5044169425964355,-2.870514392852783,faction1
1.0663361549377441,-0.21688710153102875,faction2
-3.171304225921631,-2.5335750579833984,faction1
-2.399754762649536,2.3179831504821777,faction3
-0.2895697355270386,-1.6789162158966064,faction2
-3.0753746032714844,1.812907338142395,faction3
-0.9307857155799866,-4.553162574768066,faction1
2.325343608856201,-2.5683536529541016,faction2
-2.5236759185791016,-4.029417037963867,faction1
0.428843230009079,-1.794219970703125,faction1
2.9140517711639404,-1.5028529167175293,faction2
1.1432669162750244,-2.3113644123077393,faction1
-2.3317432403564453,1.2106069326400757,faction3
0.5384803414344788,1.3413549661636353,faction3
-0.980726957321167,-3.750246524810791,faction1
-2.0828049182891846,0.9939309358596802,faction3
3.1236886978149414,-3.112041473388672,faction2
-2.9823713302612305,2.3942105770111084,faction3
-0.7093504667282104,-2.3907153606414795,faction1
0.5614156723022461,1.431219458580017,faction3
2.5731778144836426,-1.0358524322509766,faction2
2.0133118629455566,-2.1952507495880127,faction2
-0.43675124645233154,-3.3443307876586914,faction1
-1.5991474390029907,-3.0630128383636475,faction1
-1.6153149604797363,1.8730663061141968,faction3
2.2942166328430176,-0.9515174627304077,faction2
-0.23021134734153748,-1.3209913969039917,faction1
3.2290666103363037,1.4138219356536865,faction2
0.1322239637374878,-4.170768737792969,faction1
-2.0628042221069336,-3.63131046295166,faction1
-0.1024986058473587,-1.564332127571106,faction1
0.42976662516593933,-2.5166451930999756,faction2
-0.5045590996742249,0.5482125282287598,faction3
-4.088114261627197,3.2325472831726074,faction3
0.895071804523468,-3.652174234390259,faction1
-1.5890746116638184,1.1333143711090088,faction3
0.5969438552856445,-0.10152149200439453,faction2
1.7982041835784912,-3.0002596378326416,faction1
-0.037313297390937805,-2.8884854316711426,faction1
2.3067800998687744,-2.4103572368621826,faction2
0.15502630174160004,-4.3024797439575195,faction1
-2.4807515144348145,-2.8422021865844727,faction1
2.155397891998291,-2.7222678661346436,faction1
-0.4611234664916992,-3.473752737045288,faction1
-0.14046594500541687,-3.114884614944458,faction1
1.6678152084350586,1.5922139883041382,faction2
-0.5643844604492188,-2.968714475631714,faction1
0.10950755327939987,1.0611109733581543,faction3
0.994953453540802,-1.840907096862793,faction1
1.877039909362793,-0.014074385166168213,faction2
