,object,pos_x,pos_y,pos_z,nor_x,nor_y,nor_z,type
0,sphere,0.24756190180778503,-0.17190301418304443,0.3030891418457031,0.39725199341773987,-0.7506272792816162,0.5279673337936401,good
1,sphere,-0.18729880452156067,-0.3145013749599457,0.3087087869644165,-0.6116918921470642,-0.6951327919960022,0.3776553273200989,good
2,sphere,0.3163694143295288,0.28425636887550354,0.3797401487827301,0.6193331480026245,0.3974049687385559,0.6771231293678284,good
3,sphere,-0.20604118704795837,0.2827480435371399,0.1963091343641281,-0.7572231888771057,-0.29055023193359375,0.5849732756614685,good
4,sphere,-0.23712265491485596,-0.18871888518333435,-0.24714389443397522,-0.4350874722003937,-0.7618594765663147,-0.47986361384391785,good
5,sphere,0.3145175874233246,-0.2584878206253052,-0.1988343894481659,0.16786903142929077,-0.9562124609947205,-0.23974478244781494,good
6,sphere,-0.19056150317192078,0.32128122448921204,-0.2257480025291443,-0.8354974389076233,0.3423491418361664,-0.4298153817653656,good
7,sphere,0.30225297808647156,0.2736814618110657,-0.155886709690094,0.5824936032295227,0.4186842441558838,-0.696709930896759,good
8,sphere,0.07671722769737244,0.019155770540237427,0.4830586314201355,-0.047775447368621826,-0.04813782498240471,0.9976975321769714,good
9,sphere,-0.04522809386253357,0.058762192726135254,-0.4015638530254364,0.04453151300549507,0.05140715464949608,-0.9976844787597656,good
10,sphere,-0.10065072774887085,0.46861809492111206,0.01159946620464325,-0.15857985615730286,0.9774314165115356,0.13957147300243378,good
11,sphere,0.0579318106174469,-0.40981805324554443,-0.005998045206069946,-0.2740423381328583,-0.9614440202713013,-0.02294047549366951,good
12,sphere,0.5115551948547363,0.0824444591999054,-0.0031918734312057495,0.9905946254730225,-0.11459305882453918,0.07477045804262161,good
13,sphere,-0.34702858328819275,-0.0504564493894577,0.0037679523229599,-0.9860072731971741,0.1398009955883026,-0.09080414474010468,good
14,sphere,0.00967206060886383,-0.3217197358608246,0.34400057792663574,0.56587815284729,-0.6077587604522705,0.5571455955505371,good
15,sphere,-0.20938432216644287,0.043490320444107056,0.38254451751708984,-0.5707769989967346,0.43541407585144043,0.6961524486541748,good
16,sphere,-0.024895653128623962,0.2733379602432251,0.4023742377758026,-0.3340514302253723,0.5787152051925659,0.7439745664596558,good
17,sphere,0.34024572372436523,0.021525919437408447,0.3869248926639557,0.682945191860199,-0.013461614958941936,0.7303455471992493,good
18,sphere,0.008462965488433838,-0.211656391620636,-0.3102788031101227,0.15726076066493988,-0.5127840638160706,-0.8439914584159851,good
19,sphere,0.40314343571662903,0.08940666913986206,-0.23524600267410278,0.7533144950866699,0.24602627754211426,-0.609908401966095,good
20,sphere,0.012785017490386963,0.4375661015510559,-0.3156357705593109,0.15457066893577576,0.8225480318069458,-0.5472867488861084,good
21,sphere,-0.32203224301338196,0.04584518074989319,-0.25554215908050537,-0.9745038151741028,0.2086828202009201,-0.08242497593164444,good
22,sphere,0.39685705304145813,0.43334558606147766,-0.04029923677444458,0.5265915989875793,0.8268369436264038,-0.19759057462215424,good
23,sphere,-0.3124087452888489,0.4431251883506775,0.014248818159103394,-0.5582697987556458,0.8100967407226562,0.1791035383939743,good
24,sphere,-0.29482245445251465,-0.2681789994239807,0.03843352198600769,-0.6406811475753784,-0.7610098123550415,-0.10193973779678345,good
25,sphere,0.3804478347301483,-0.2744934856891632,0.042403966188430786,0.9132853150367737,-0.36250272393226624,0.18574655055999756,good
26,sphere,0.12441268563270569,-0.12507835030555725,0.4857240319252014,-0.16751228272914886,-0.20906378328800201,0.9634479284286499,good
27,sphere,-0.02362072467803955,-0.2579984664916992,0.44528186321258545,0.003433783305808902,-0.3524327576160431,0.93583083152771,good
28,sphere,-0.07770204544067383,0.15491561591625214,0.3867550492286682,-0.6887916326522827,0.10844317078590393,0.716802716255188,good
29,sphere,0.1743592619895935,0.17693772912025452,0.43200236558914185,0.2649765610694885,0.25615599751472473,0.9296082258224487,good
30,sphere,-0.19128046929836273,-0.10348087549209595,-0.38096538186073303,-0.26226097345352173,-0.46700605750083923,-0.8444669842720032,good
31,sphere,0.26511892676353455,-0.06869390606880188,-0.3349493145942688,0.3211478292942047,-0.3337433636188507,-0.8862727284431458,good
