,object,pos_x,pos_y,pos_z,nor_x,nor_y,nor_z,type
0,sphere,0.2282302975654602,-0.22881010174751282,0.31177568435668945,0.41005608439445496,-0.7702512145042419,0.4884333610534668,good
1,sphere,-0.15393073856830597,-0.28684961795806885,0.32127439975738525,-0.3033515214920044,-0.9219124913215637,0.24094660580158234,good
2,sphere,0.3062049150466919,0.3185107111930847,0.3065197467803955,0.6894201636314392,0.5817995667457581,0.431519478559494,good
3,sphere,-0.23153041303157806,0.20946937799453735,0.2422606647014618,-0.568627655506134,0.30343571305274963,0.7645844221115112,good
4,sphere,-0.16038204729557037,-0.19825153052806854,-0.2061702013015747,-0.6895403265953064,-0.2644965946674347,-0.6742223501205444,good
5,sphere,0.291392982006073,-0.19708673655986786,-0.31497305631637573,0.8990024328231812,-0.29887259006500244,0.32010912895202637,good
6,sphere,-0.30066391825675964,0.32478904724121094,-0.2483387589454651,-0.9712162017822266,-0.0365847609937191,-0.23537349700927734,good
7,sphere,0.3338148593902588,0.263484388589859,-0.20791085064411163,0.453154981136322,0.02289956621825695,-0.8911375403404236,good
8,sphere,-0.014722675085067749,0.10822148621082306,0.551250696182251,0.1003061830997467,0.4209471642971039,0.901522159576416,good
9,sphere,0.02547299861907959,0.0065644532442092896,-0.45025524497032166,0.04433701932430267,-0.04557275399565697,-0.9979766011238098,good
10,sphere,0.04737630486488342,0.3989057242870331,-0.002252727746963501,0.15186898410320282,0.960344672203064,-0.23382435739040375,good
11,sphere,0.02868756651878357,-0.44086652994155884,0.07054390013217926,0.14679960906505585,-0.9829017519950867,-0.11114831268787384,good
12,sphere,0.5328708291053772,-0.004486575722694397,-0.040998369455337524,0.8654100298881531,-0.34744560718536377,-0.3610360622406006,good
13,sphere,-0.4554133713245392,-0.04911603033542633,0.11462129652500153,-0.9701257944107056,-0.19561053812503815,0.14350073039531708,good
14,sphere,-0.021420076489448547,-0.24369369447231293,0.417721152305603,0.7005589008331299,-0.553417444229126,0.45049554109573364,good
15,sphere,-0.3181224763393402,-0.02177181839942932,0.27765345573425293,-0.399227112531662,0.19240565598011017,0.8964360952377319,good
16,sphere,0.07543446123600006,0.32204216718673706,0.3745400905609131,0.04242982715368271,0.41820913553237915,0.9073593020439148,good
17,sphere,0.35224485397338867,-0.06056100130081177,0.3891187906265259,0.5654564499855042,-0.3234860301017761,0.758693516254425,good
18,sphere,0.063156858086586,-0.2932891249656677,-0.32301026582717896,-0.2387995719909668,-0.6772223114967346,-0.6959488987922668,good
19,sphere,0.3458077907562256,0.09221549332141876,-0.29426318407058716,0.7904600501060486,0.22522923350334167,-0.5696004629135132,good
20,sphere,0.004227593541145325,0.3971719741821289,-0.3097230792045593,0.09878382086753845,0.8625324964523315,-0.4962654709815979,good
21,sphere,-0.28303956985473633,0.03932039439678192,-0.37665286660194397,-0.6829579472541809,0.001299610361456871,-0.7304565906524658,good
22,sphere,0.45718836784362793,0.36224526166915894,-0.007763102650642395,0.5743142366409302,0.8141779899597168,0.0853077620267868,good
23,sphere,-0.24515683948993683,0.4126182794570923,0.10453702509403229,-0.5169898867607117,0.8055349588394165,0.28954246640205383,good
24,sphere,-0.31533539295196533,-0.3245016932487488,0.03182463347911835,-0.7201535105705261,-0.689913809299469,-0.07347084581851959,good
25,sphere,0.24595418572425842,-0.23741503059864044,0.09761954843997955,0.616941511631012,-0.785858154296875,-0.04254663735628128,good
26,sphere,0.1109943836927414,-0.14976543188095093,0.4181101620197296,0.19072824716567993,-0.501686155796051,0.8437615633010864,good
27,sphere,-0.10689158737659454,-0.11139117181301117,0.4594733715057373,-0.18188601732254028,-0.32681015133857727,0.9274225831031799,good
28,sphere,-0.12445245683193207,0.19353702664375305,0.4133017063140869,-0.3156210780143738,0.461424857378006,0.8291383385658264,good
29,sphere,0.22135882079601288,0.20054934918880463,0.3816044330596924,0.20906579494476318,0.2700434625148773,0.9398766160011292,good
30,sphere,-0.039847031235694885,-0.21864347159862518,-0.34384822845458984,-0.10517223924398422,-0.8076459169387817,-0.5802128911018372,good
31,sphere,0.29595500230789185,-0.08516164124011993,-0.42256367206573486,0.47923213243484497,-0.07916481792926788,-0.874110758304596,good
32,sphere,0.21135325729846954,0.21848557889461517,-0.38908806443214417,0.342415452003479,0.26315605640411377,-0.9019427299499512,good
33,sphere,-0.19257378578186035,0.2700602412223816,-0.3664047122001648,-0.571464478969574,0.3499123752117157,-0.7422868013381958,good
34,sphere,-0.1643143892288208,0.45379477739334106,-0.12862923741340637,0.14716362953186035,0.962962806224823,-0.22593244910240173,good
35,sphere,0.23817257583141327,0.3419269621372223,-0.2739127576351166,0.29742467403411865,0.8989872336387634,-0.32149747014045715,good
36,sphere,0.28655874729156494,0.42810362577438354,0.2796643376350403,0.5633350014686584,0.737244725227356,0.3729930520057678,good
37,sphere,-0.08794964849948883,0.4342033863067627,0.24973048269748688,-0.2444339543581009,0.8207280039787292,0.5163890719413757,good
38,sphere,0.18833206593990326,-0.30217689275741577,-0.1408083438873291,0.26262253522872925,-0.9605679512023926,0.09131491929292679,good
