,object,pos_x,pos_y,pos_z,nor_x,nor_y,nor_z,type
0,sphere,0.026818618178367615,-0.538949191570282,-0.004232674837112427,0.602434515953064,-0.7262874245643616,0.3310275077819824,good
1,sphere,-0.3303477466106415,-0.5201945304870605,0.01006154716014862,-0.47133395075798035,-0.8056631088256836,0.35881906747817993,good
2,sphere,0.057734161615371704,-0.016111761331558228,0.06066364049911499,0.3289095461368561,0.4481406807899475,0.8312570452690125,good
3,sphere,-0.31814828515052795,-0.040217578411102295,-0.001131981611251831,-0.3681165277957916,0.7175033688545227,0.5913366079330444,good
4,sphere,-0.3621005415916443,-0.4363594055175781,-0.5583959817886353,-0.6002305746078491,-0.6872861385345459,-0.4090978503227234,good
5,sphere,0.04069158434867859,-0.3880993127822876,-0.524752140045166,0.4335460364818573,-0.7990096807479858,-0.4166789650917053,good
6,sphere,-0.5157108902931213,0.19916987419128418,-0.5562233924865723,-0.6686562895774841,0.7399803400039673,-0.07299124449491501,good
7,sphere,0.041207969188690186,0.09161277115345001,-0.5494121313095093,0.46678122878074646,0.7343178987503052,-0.49284133315086365,good
8,sphere,-0.10362756252288818,-0.2823936343193054,0.21350596845149994,0.24355396628379822,-0.13263040781021118,0.9607760906219482,good
9,sphere,-0.18987183272838593,-0.09931671619415283,-0.7309468388557434,-0.06168993562459946,-0.15485134720802307,-0.9860098361968994,good
10,sphere,-0.1392640769481659,0.19874988496303558,-0.22788496315479279,-0.07416228950023651,0.9806393384933472,0.18123619258403778,good
11,sphere,-0.18220336735248566,-0.654981791973114,-0.2756575047969818,0.14193542301654816,-0.9757351875305176,-0.1667184680700302,good
12,sphere,0.18558582663536072,-0.2134324610233307,-0.23761212825775146,0.9897433519363403,-0.0741109549999237,0.12213026732206345,good
13,sphere,-0.5298216938972473,-0.13297106325626373,-0.28463640809059143,-0.9928330779075623,0.05542019382119179,0.10588230192661285,good
14,sphere,-0.13346156477928162,-0.6151833534240723,0.06798973679542542,0.058378878980875015,-0.7642533779144287,0.6422684788703918,good
15,sphere,-0.46946507692337036,-0.2501198649406433,0.07434427738189697,-0.772710919380188,0.1251659393310547,0.6222951412200928,good
16,sphere,-0.0388408899307251,0.022514402866363525,0.079438716173172,0.14959025382995605,0.6309496760368347,0.7612655758857727,good
17,sphere,0.07931701838970184,-0.2939557433128357,0.09293811023235321,0.8251171708106995,-0.044087834656238556,0.563238799571991,good
18,sphere,-0.184748575091362,-0.4354589581489563,-0.6011456251144409,0.19685322046279907,-0.5303303599357605,-0.8246203064918518,good
19,sphere,0.13544097542762756,-0.14866480231285095,-0.6122862100601196,0.7651936411857605,0.16060380637645721,-0.6234462261199951,good
20,sphere,-0.26251497864723206,0.19988487660884857,-0.5813220739364624,0.2042774111032486,0.8285931348800659,-0.5212523937225342,good
21,sphere,-0.5399135947227478,-0.049260079860687256,-0.6086407899856567,-0.7320430278778076,-0.1691306233406067,-0.6599302291870117,good
22,sphere,0.14846806228160858,0.1225530207157135,-0.18987087905406952,0.9048492312431335,0.42333659529685974,0.04509926587343216,good
23,sphere,-0.46772319078445435,0.1303251087665558,-0.28730839490890503,-0.7508557438850403,0.5079324245452881,0.4221615791320801,good
24,sphere,-0.366610586643219,-0.5500595569610596,-0.279859334230423,-0.7279079556465149,-0.6581315994262695,-0.19238726794719696,good
25,sphere,0.0681772232055664,-0.5371730327606201,-0.25422030687332153,0.5819915533065796,-0.7829409837722778,-0.21974794566631317,good
26,sphere,-0.019653603434562683,-0.45774930715560913,0.08969169855117798,0.26765450835227966,-0.53169184923172,0.8035327792167664,good
27,sphere,-0.27299565076828003,-0.43151381611824036,0.19417722523212433,-0.19120919704437256,-0.48388466238975525,0.8539875745773315,good
28,sphere,-0.21100762486457825,-0.15946120023727417,0.16265270113945007,-0.30706268548965454,0.5717232823371887,0.7608185410499573,good
29,sphere,0.0009588450193405151,-0.12206116318702698,0.15009313821792603,0.46774834394454956,0.2950558662414551,0.8331587314605713,good
30,sphere,-0.31841039657592773,-0.26461073756217957,-0.6646238565444946,-0.2990427017211914,-0.244247168302536,-0.9224514365196228,good
31,sphere,0.006847783923149109,-0.26804694533348083,-0.688106894493103,0.10869943350553513,-0.362559050321579,-0.9256000518798828,good
32,sphere,-0.07002153992652893,0.019203439354896545,-0.6944215297698975,0.2275572121143341,0.3867790400981903,-0.8936552405357361,good
33,sphere,-0.4478219747543335,0.13608431816101074,-0.6554163098335266,-0.29340285062789917,0.3149542510509491,-0.9026176333427429,good
34,sphere,-0.3572436571121216,0.21880169212818146,-0.47040918469429016,-0.0962999165058136,0.9922398924827576,0.07865285128355026,good
35,sphere,-0.027382105588912964,0.24095529317855835,-0.39907586574554443,0.24961216747760773,0.9483934640884399,-0.1955597698688507,good
36,sphere,0.04061901569366455,0.10387641191482544,-0.012301266193389893,0.27439647912979126,0.6733612418174744,0.6865066289901733,good
37,sphere,-0.2534501552581787,0.10573750734329224,-0.11762791872024536,-0.4352426528930664,0.6570442318916321,0.6155133843421936,good
38,sphere,-0.08855709433555603,-0.5311307311058044,-0.4236239492893219,0.5513278841972351,-0.7165746688842773,-0.4272685945034027,good
39,sphere,-0.2668507695198059,-0.5684442520141602,-0.46415790915489197,-0.41244617104530334,-0.7850355505943298,-0.46217674016952515,good
40,sphere,-0.21257680654525757,-0.6269757747650146,-0.05207620561122894,-0.25771158933639526,-0.8796562552452087,0.3997369408607483,good
41,sphere,-0.08163455128669739,-0.6307011842727661,-0.11213555932044983,0.36825478076934814,-0.9297239184379578,0.0013282224535942078,good
42,sphere,0.19910213351249695,-0.335185170173645,-0.4321228563785553,0.9101023077964783,-0.37819749116897583,-0.16935326159000397,good
43,sphere,0.13202139735221863,-0.431164026260376,-0.055367693305015564,0.9130722284317017,-0.31319162249565125,0.26117053627967834,good
44,sphere,0.13051211833953857,-0.09405019879341125,-0.0037685036659240723,0.9091768264770508,0.020259801298379898,0.41591712832450867,good
45,sphere,0.15336424112319946,-0.01785719394683838,-0.4014432430267334,0.9322285652160645,0.3397020995616913,-0.12470939755439758,good
46,sphere,-0.5172349810600281,-0.38827452063560486,-0.11402520537376404,-0.9106963872909546,-0.4076612591743469,0.06666465848684311,good
47,sphere,-0.4582490026950836,-0.35706400871276855,-0.4212050139904022,-0.7861188054084778,-0.5187440514564514,-0.33603835105895996,good
48,sphere,-0.5803209543228149,0.09773343801498413,-0.47464120388031006,-0.9195045828819275,0.33436036109924316,0.206674724817276,good
49,sphere,-0.4767182171344757,-0.05464845895767212,-0.11951005458831787,-0.7452754974365234,0.5295897722244263,0.40509146451950073,good
50,sphere,-0.11858078837394714,-0.43699848651885986,0.1483856439590454,0.32706376910209656,-0.4018482267856598,0.8553053140640259,good
51,sphere,-0.2669227123260498,-0.2889030873775482,0.2289661169052124,-0.26844674348831177,0.13073886930942535,0.9543813467025757,good
52,sphere,-0.07905516028404236,-0.1249275803565979,0.19596299529075623,0.07276362925767899,0.36774179339408875,0.9270768761634827,good
53,sphere,0.0003809630870819092,-0.3419547379016876,0.1590944230556488,0.4956943988800049,-0.32052385807037354,0.8071874380111694,good
54,sphere,-0.11131072044372559,-0.2137628197669983,-0.674850583076477,-0.18031637370586395,-0.44238728284835815,-0.8785098195075989,good
55,sphere,-0.025103986263275146,-0.09214192628860474,-0.7019083499908447,0.36605292558670044,0.11561936885118484,-0.9233836531639099,good
56,sphere,-0.25928258895874023,0.06474614143371582,-0.6890040636062622,0.02512841857969761,0.42428404092788696,-0.9051805138587952,good
57,sphere,-0.40785151720046997,-0.06064260005950928,-0.6805042028427124,-0.364271879196167,-0.09042257815599442,-0.9268925189971924,good
58,sphere,-0.2245797961950302,0.2269100397825241,-0.46142640709877014,-0.049541641026735306,0.997677206993103,-0.04675283655524254,good
