,object,pos_x,pos_y,pos_z,nor_x,nor_y,nor_z,type
0,sphere,0.42070305347442627,-0.21185588836669922,0.3283119797706604,0.8962199687957764,-0.30574744939804077,0.32141590118408203,bad
1,sphere,-0.10013353824615479,-0.2820751965045929,0.3558621406555176,0.011584627442061901,-0.8307273387908936,0.5565590262413025,bad
2,sphere,0.418112576007843,0.40057623386383057,0.2927335500717163,-0.1639433354139328,0.5409396290779114,0.824928343296051,bad
3,sphere,-0.24296307563781738,0.37574970722198486,0.28650057315826416,0.0677420049905777,0.9968124628067017,0.04214055836200714,bad
4,sphere,-0.15625053644180298,-0.25768375396728516,-0.20666056871414185,-0.9504722952842712,0.25261619687080383,0.18107286095619202,bad
5,sphere,0.3432990312576294,-0.3147607147693634,-0.17790144681930542,0.861425518989563,0.41642817854881287,-0.2907467186450958,bad
6,sphere,-0.11830615997314453,0.4711637496948242,-0.06244319677352905,-0.09333338588476181,0.8820661902427673,0.4617880880832672,bad
7,sphere,0.3619190454483032,0.32256507873535156,-0.2651686668395996,0.9849704504013062,0.05177678167819977,0.1647791564464569,bad
8,sphere,0.008391916751861572,-0.05825808644294739,0.41040366888046265,0.761225700378418,-0.14824192225933075,0.6313158869743347,bad
9,sphere,-0.10472938418388367,0.1588837206363678,-0.3384977877140045,0.06125538796186447,-0.3802984058856964,-0.9228330850601196,bad
10,sphere,0.21733710169792175,0.4022514224052429,0.10185733437538147,0.7338448166847229,-0.2772532105445862,0.6201632022857666,bad
11,sphere,-0.01707443594932556,-0.24446961283683777,-0.004481077194213867,0.4489790201187134,-0.6624156832695007,0.5996861457824707,bad
12,sphere,0.46051865816116333,-0.007156491279602051,0.06471547484397888,0.6126787662506104,-0.759640097618103,0.21810929477214813,bad
13,sphere,-0.3065938651561737,0.16008618474006653,-0.038377463817596436,-0.8254656195640564,0.5051574110984802,-0.2518380582332611,bad
14,sphere,0.14277473092079163,-0.18030601739883423,0.23058384656906128,-0.16631904244422913,-0.5975440740585327,0.7843972444534302,bad
15,sphere,-0.2975468337535858,-0.12399506568908691,0.47370606660842896,-0.7840646505355835,0.34573113918304443,0.5154731273651123,bad
16,sphere,0.1800113022327423,0.471260130405426,0.2196924388408661,-0.07967209070920944,0.9387909770011902,-0.3351474404335022,bad
17,sphere,0.4395020008087158,0.06634083390235901,0.49229592084884644,0.4621792435646057,-0.07975836843252182,0.8831924796104431,bad
