,object,pos_x,pos_y,pos_z,nor_x,nor_y,nor_z,type
0,sphere,0.27962350845336914,-0.23524537682533264,0.23213669657707214,0.25327014923095703,-0.22716648876667023,0.9403454065322876,good
1,sphere,-0.20708510279655457,-0.16772523522377014,0.25718581676483154,0.09435617178678513,-0.5895518064498901,0.8022003769874573,good
2,sphere,0.3318961560726166,0.30702343583106995,0.2502188980579376,0.594383180141449,0.7008100152015686,0.3944285213947296,good
3,sphere,-0.20407119393348694,0.2940692603588104,0.24487334489822388,-0.43329527974128723,0.6773525476455688,0.5945154428482056,good
4,sphere,-0.20850592851638794,-0.1851714551448822,-0.21646437048912048,-0.7275954484939575,-0.45569437742233276,-0.512783944606781,good
5,sphere,0.27798718214035034,-0.2145233154296875,-0.18062809109687805,0.8460524678230286,-0.21015805006027222,-0.4899274408817291,good
6,sphere,-0.23352989554405212,0.27527955174446106,-0.17997634410858154,-0.4090915620326996,0.6733564734458923,-0.6158207058906555,good
7,sphere,0.2770605981349945,0.3259317874908447,-0.22051051259040833,0.4265536367893219,0.7153529524803162,-0.5534639954566956,good
8,sphere,-0.02096542716026306,0.09979209303855896,0.46537795662879944,-0.15630897879600525,-0.13287125527858734,0.9787302017211914,good
9,sphere,0.14192694425582886,0.08972963690757751,-0.37526851892471313,0.17199064791202545,0.16508671641349792,-0.9711671471595764,good
10,sphere,0.05749952793121338,0.49214839935302734,0.010471075773239136,0.10587253421545029,0.9929059147834778,-0.05411926656961441,good
11,sphere,0.03808951377868652,-0.3857569098472595,0.08286765217781067,-0.23614823818206787,-0.9470055103302002,0.21774886548519135,good
12,sphere,0.5113343596458435,-0.0003320276737213135,-0.031187593936920166,0.9703415036201477,0.10073491185903549,-0.21974995732307434,good
13,sphere,-0.39574819803237915,0.03932216763496399,0.055802106857299805,-0.9965066313743591,0.0835038349032402,0.0012561565963551402,good
14,sphere,0.019964545965194702,-0.1235525906085968,0.34859606623649597,-0.1981854885816574,-0.40985891222953796,0.8903584480285645,good
15,sphere,-0.2839706540107727,0.1279706060886383,0.34256401658058167,-0.6531348824501038,0.21662355959415436,0.7255957126617432,good
16,sphere,0.01171731948852539,0.4008856415748596,0.2930222153663635,-0.22949452698230743,0.8519753217697144,0.47060626745224,good
17,sphere,0.376869261264801,0.011279374361038208,0.3207899332046509,0.658467710018158,-0.005947292782366276,0.7525854706764221,good
