,object,pos_x,pos_y,pos_z,nor_x,nor_y,nor_z,type
0,sphere,0.29156142473220825,-0.05796414613723755,0.1498832404613495,-0.2722763419151306,-0.9491232633590698,-0.15821027755737305,bad
1,sphere,-0.24606341123580933,0.030015945434570312,0.48554807901382446,0.4247416853904724,-0.6280723214149475,-0.6520119309425354,bad
2,sphere,0.4282933473587036,0.19691991806030273,0.23785638809204102,-0.27369627356529236,0.5009554624557495,0.821056604385376,bad
3,sphere,-0.38567155599594116,0.35976743698120117,0.2502959370613098,0.2351352572441101,-0.314497172832489,0.9196754097938538,bad
4,sphere,-0.2095332145690918,-0.2676054835319519,-0.20883196592330933,-0.7020878195762634,0.2800481617450714,-0.6547104716300964,bad
5,sphere,0.4094759225845337,-0.1494004726409912,-0.4391756057739258,0.4172514081001282,0.07103333622217178,-0.9060106873512268,bad
6,sphere,-0.05415511131286621,0.4011702537536621,-0.1361691951751709,-0.30744242668151855,0.876535177230835,0.37035834789276123,bad
7,sphere,0.3228161334991455,0.3675389885902405,-0.1899961233139038,-0.38083788752555847,0.36778780817985535,-0.8483482599258423,bad
8,sphere,-0.1241564154624939,0.3073631823062897,0.6271454095840454,0.7765538692474365,-0.40202105045318604,-0.48512178659439087,bad
9,sphere,0.10614565014839172,-0.09505465626716614,-0.11605462431907654,0.11707697063684464,0.6028695702552795,-0.789202868938446,bad
10,sphere,0.12539717555046082,0.5894492864608765,0.1260286271572113,-0.23825472593307495,0.9590230584144592,0.15332812070846558,bad
11,sphere,0.22495576739311218,-0.3056022822856903,-0.03532135486602783,0.2794903814792633,-0.9379618167877197,0.20521380007266998,bad
12,sphere,0.653152585029602,0.00330159068107605,0.1189412772655487,0.9507888555526733,-0.2985340654850006,-0.08293330669403076,bad
13,sphere,-0.10436764359474182,0.007860839366912842,0.14819970726966858,-0.8327218294143677,0.5524190664291382,0.03751736506819725,bad
14,sphere,-0.03374040126800537,-0.061705589294433594,0.47625845670700073,0.3098050653934479,-0.5940841436386108,0.7423508763313293,bad
15,sphere,-0.18426376581192017,0.17536583542823792,0.4444597363471985,-0.5265205502510071,0.3909110426902771,0.7549600005149841,bad
16,sphere,0.03092709183692932,0.5213407278060913,0.20881757140159607,0.2672109007835388,-0.301925390958786,0.915117084980011,bad
17,sphere,0.2571084797382355,0.09267643094062805,0.4678938388824463,0.13539598882198334,0.31215113401412964,0.9403348565101624,bad
18,sphere,0.14894023537635803,-0.05583775043487549,-0.27403342723846436,-0.5765686631202698,0.5835888385772705,-0.5718327164649963,bad
19,sphere,0.35611218214035034,0.07151451706886292,-0.2504655122756958,-0.4045230746269226,0.5369192361831665,-0.740323543548584,bad
20,sphere,0.08973583579063416,0.45877254009246826,-0.0803070068359375,-0.03389350697398186,-0.36658409237861633,-0.929767370223999,bad
21,sphere,-0.13081324100494385,0.13383999466896057,-0.30449289083480835,0.1057526171207428,-0.10052850097417831,-0.9892979264259338,bad
22,sphere,0.654816210269928,0.5066356062889099,0.12200674414634705,0.6959977149963379,0.7154431939125061,0.061058465391397476,bad
23,sphere,-0.2958003580570221,0.1983659565448761,-0.18660792708396912,-0.7106594443321228,-0.1442902833223343,-0.6885807514190674,bad
